Title,Title_URL,Image,likes,comment,收藏,share
阳春砂仁 #乡村味道 #记录片 #探秘 #阳春砂仁,https://www.douyin.com/video/7132442642834591006,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/579e117938394a828798d11e9af2cdfe~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=fdDFrmOk2llLyGVkXEwJWM74d%2F0%3D,851,20,41,30
广东化州橘红 #广东 #化州橘红 #科普知识 #水果 #柚子皮 ,https://www.douyin.com/video/7109431475510021413,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/51d739f80ea648f0a555b14cbf882231~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=RtFoA3ec9HlFupzIco%2FPDycmGXE%3D,720,23,46,80
三十年林下参种植计划 #人参文化 #林下参种植基地 #三十年前vs三十年后,https://www.douyin.com/video/7112775108359458078,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/436df8151ad943f0a108d30d4c2f8275~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=lxuPKCwzL%2FsmLxt5bz8RuCFsllE%3D,1254,20,40,21
宫斗杀器麝香是怎么来？我们拍摄记录了原麝、马麝、林麝三种麝 #麝香,https://www.douyin.com/video/7372530734491405606,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/a77a647fff5d4711947659ca5c619379~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=6LWEU6Egj2RmVwahCORa7uANz5c%3D,1235,130,136,90
【一年四次入蜀，花费十多万，只为拍摄白蜡虫的一生】·虫白蜡 #四川文旅  #四川观察 ,https://www.douyin.com/video/7362144357526424859,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/54e3bded2bb54a238cf20131cf362c9a~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=5RUpBCUFz%2Fjv%2BGoIegFJ98YVFcM%3D,2047,186,227,77
川杜仲以产于大巴山山脉及娄山山脉者品质最优，为道地药材。我们此次来到贵州娄山山脉拍摄生长40年的杜仲采收与炮制,https://www.douyin.com/video/7348970865750543627,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/d206172da5de475ba807fa1e02275afb~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=fhzKG5O9bB6sLp%2B2c4EKOtujLyA%3D,116,19,12,111
菊的种植繁育与杭白菊的采收，制作胎菊、朵菊，菊饼。,https://www.douyin.com/video/7332442103680666934,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/bc2c350efb214be6855c661b91346075~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=tigx2Zd6FK4e79d8kHntkczPiJQ%3D,2992,18,231,40
【种植30年的厚朴树林只为今天取皮入药】采药炮制·厚朴 #我的乡野山居生活 ,https://www.douyin.com/video/7307587067561790757,https://p3-pc-sign.douyinpic.com/tos-cn-i-pk90l89vgd/7559ebd928af41d58e4c3b67aaaafc14~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=T6NA14oUKFeswQmeEv%2FCInu%2F%2BzM%3D,4536,132,218,76
 #天麻 #云南耗时3年，云南小草坝天麻才能长好。视频前半段是天麻生活史，后半段是天麻做的各种美食。,https://www.douyin.com/video/7284208655367507241,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/oADkqAYUXCAO7DQlAF8bACgsVfqA5GIfRAnsAD~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=kXLJ9%2FUOibXist2Wkptr9n8qGqg%3D,2053,23,100,33
浙白术的采收、传统囱干与四种炮制 ,https://www.douyin.com/video/7279647344553921847,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/og5vyAIJIAzmQtAEEnAABFTFlBfAIgKhqA3rtA~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=VcHcrSLx3c9MZCXyAx1nIZcReQw%3D,1117,163,112,82
古人采矿遗址·探秘朱砂矿洞 唐代·《新修本草》描述：光明照澈，在龛中石台上生，得之者，带之辟恶为上。,https://www.douyin.com/video/7268994114207681851,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/oMjDspQxFhAbrAAyA9AiIZEgNNADQBABhzAIcf~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=mzM7K5VurMS%2BtJsOvD1GSUB4QKY%3D,4222,37,137,61
野山参从种植到加工 #林下参种植基地,https://www.douyin.com/video/7263431695246970171,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/oQw12WgjohAF3AYkAbAaIXELteADuCACGzPRyf~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=5LUSB6VIhzoBE9YcZhtAsIv1miM%3D,2137,34,109,76
认识三十种药材！ #药用植物,https://www.douyin.com/video/7256253533434006803,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/owAYxWFOzICOQyLJAufABHIwtBtoyAAEh8QsAW~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=azfoChdmd725hsb0xWK6SJWO9F0%3D,12000,126,1285,325
切制六十味药材合集 #中药炮制 #茯苓,https://www.douyin.com/video/7250447775119232316,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/okhAIBhNQWhEcxAI2ETyWAfiBAgzuCQAA9OzaB~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=uwbf1xH8Q61aqPd3qgz80fvZ5No%3D,399,38,103,193
饮食谱·紫灵芝  紫灵芝吃法，神草不苦。 #灵芝,https://www.douyin.com/video/7243026014522068261,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/oIAAedDQIBAJ3EBbWj8EGPEJwffMaAAXnEojA3~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=qcXTJzE%2BXozPUEUmhYLA7f2WFQA%3D,7839,47,393,75
饮食谱·冬虫夏草  海拔五千米采挖虫草，味道像新鲜板栗。,https://www.douyin.com/video/7237830801604316476,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/deb74df0cb304e1988bcb78251cadb51~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=mK685%2FM7iShBzmpMoWc%2BEtXRmes%3D,610,35,35,27
【饮食谱·陈皮】陈皮的制作与吃法。 #陈皮,https://www.douyin.com/video/7224471751080643895,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/94a6c341ab6f48649b1a08f8598dbeac~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=ltulzSnTOKOms5xcHuWSpFLzGIA%3D,648,29,51,27
【采药炮制】柑橘类  橘皮、陈皮、橘红、橘络、橘核 #陈皮,https://www.douyin.com/video/7215936762814729476,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/60ee758f973944aeb924f0b5839f1a31~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=DJ2K2u9KMrEHyaAQhyOaGe4xVSY%3D,638,18,46,35
野外还能找到人参？带你放山寻找野生人参,https://www.douyin.com/video/7209257206473116961,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/4ba7a69a5e2948bd955ff5022f7fda7f~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=KKctFRcikOXbBk8ZC1FlhwvtoRo%3D,284,23,14,7
【中医美食】饮食谱·化橘红 苦苦的化州橘红怎么吃？,https://www.douyin.com/video/7204062067509284157,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/0a3d8809f5be483aa15d480cff09f63b~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=Mfj5B7S89L78AvUaj5ayc9PBa3A%3D,4880,74,185,140
饮食谱 红橘饼 祝大家新的一年，鸿运当头，大吉大利，兔年吉祥。 #橘饼 ,https://www.douyin.com/video/7191321408067226935,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/5b040747b7af43f3b0aae6a1cf51c69f~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=8BCUVHsiJhbnLZ2nzdY%2FMiC20IY%3D,687,17,78,15
饮食谱·阳春砂仁篇本草与美食 #美食 #砂仁 #蒸排骨,https://www.douyin.com/video/7182910230504721702,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/4b993a16c4fb4207bbb9825be4c0df6c~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=ztxOOO8nbVRTJdVORX8Fi7mgv%2Fg%3D,2321,16,44,9
西洋参是怎么来的？玉灵膏是怎么来的？ #西洋参,https://www.douyin.com/video/7159531890792320259,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/2397ad7423a04aef88ceb398932a195a~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=wAgjZ9ikv1pwfxwxH2tyoUQqIKc%3D,62,3,13,9
饮食谱·人参篇 采参制作红参生晒参，11种人参吃法，学会了再也不用发愁家里的人参该怎么吃了。,https://www.douyin.com/video/7154337912950230302,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/821e64a174d3409abdfc98901af618fa~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=RDrzEpYIL8KtF%2FE3g%2BrKBN2e04c%3D,259,30,37,71
5000米高原体验 #我的乡村生活 ,https://www.douyin.com/video/7150255783903628555,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/f9cce71284aa4f5caf6ab2cef7237252~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=ZKDh3mmPICQcr5a2SHhap74wyBc%3D,1689,12,24,10
青黛现代化加工,https://www.douyin.com/video/7070473930124872992,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/6e1f70fad7c147fda1b26bb9cebb73df~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=50vPQrRLVRs4Mh1cX9L%2B8y3c5gc%3D,443,20,49,35
三十而立，中医十年，观察中药之美 #中医十年 #总结 #人生,https://www.douyin.com/video/7042639872322014467,https://p3-pc-sign.douyinpic.com/tos-cn-i-0004/b5bc3cd56fc14382b7a922fbaa5d2b22~tplv-dy-cropcenter:323:430.jpeg?biz_tag=pcweb_cover&from=3213915784&s=PackSourceEnum_PUBLISH&sc=cover&se=true&sh=323_430&x-expires=2032970400&x-signature=aBQA9lkfz%2FSI9bKGV0Sw%2FsJXq8o%3D,136,17,20,21
